0,1467810369,Mon Apr 06 22:19:45 PDT 2009,NO_QUERY,_TheSpecialOne_,"@switchfoot http://twitpic.com/2y1zl - Awww, that's a bummer.  You shoulda got David Carr of Third Day to do it. ;D"
0,1677650788,Sat May 02 03:14:15 PDT 2009,NO_QUERY,Scooley01,Soooooo tired...stayed up to review the footage of the boxcars.  Camera quit after 1:40:00 for some reason.  Long day tomorrow 
0,1677650817,Sat May 02 03:14:15 PDT 2009,NO_QUERY,tukko,always fantastood promotions. 70% off things i never want. whai i wanted were only 20% off 
0,1677650908,Sat May 02 03:14:17 PDT 2009,NO_QUERY,SociallyCubed,"@missgiggly oh bite me... i love my suits, where them little now, but still love them. The ones i got don't fit no more "
0,1677651165,Sat May 02 03:14:22 PDT 2009,NO_QUERY,DLDAVID,@Anne_A4L aww thanks again honey! super tweet of ya lol  catch tweak to ya soon  : P back to work now   bleh
0,1677651215,Sat May 02 03:14:23 PDT 2009,NO_QUERY,craigthom,Hey!!! Someone stole the sun 
0,1677651487,Sat May 02 03:14:28 PDT 2009,NO_QUERY,skyblue100,Have to get some sleep eventually..have a funeral to go to tomorrow     maybe that is why I can't sleep... Peace All !
0,1677651565,Sat May 02 03:14:30 PDT 2009,NO_QUERY,andrewmilton,@rooreynolds I'd also like to see my family in Dorset. But they're in new Zealand. Mostly 
0,1677651855,Sat May 02 03:14:36 PDT 2009,NO_QUERY,renatejasinta,Running didn't go too well this morning 
0,1677651926,Sat May 02 03:14:37 PDT 2009,NO_QUERY,SeXiAzIaN209,616 and I just got home.... what a fuking shame!!! No partying tomorrow!!! 
0,1677652100,Sat May 02 03:14:40 PDT 2009,NO_QUERY,shaandogg,im gonna bounce cause i have no one to talk to  have a nice night. xx
0,1677652131,Sat May 02 03:14:41 PDT 2009,NO_QUERY,XFBabe,@perlanation ive been calling you 
0,1677652140,Sat May 02 03:14:41 PDT 2009,NO_QUERY,karthikram2001,Got cold....and A long week ahead...working this may 9!! 
0,1677652484,Sat May 02 03:14:48 PDT 2009,NO_QUERY,JustJas,Waaaaaaaa...So hungry. Nothing good to eat for breakfast 
0,1677652601,Sat May 02 03:14:50 PDT 2009,NO_QUERY,VagrantSeeker,we finally have loud music fit for weekends. @adityab me misses apache  and weekends there.
0,1677652628,Sat May 02 03:14:51 PDT 2009,NO_QUERY,Harve750,@aaronfuller Yeah but itunes keeps locking up for me. It's dead annoying 
0,1677652766,Sat May 02 03:14:54 PDT 2009,NO_QUERY,btcprox,@shaocloud sigh i also have a chem test coming up... 
0,1677653064,Sat May 02 03:15:00 PDT 2009,NO_QUERY,webponce,"poo. if Wired UK is out in the shops, why don't i have it on my doormat today? i thought that was the benefit of subscribing "
0,1677653174,Sat May 02 03:15:01 PDT 2009,NO_QUERY,antonie,Spending the day hammering a wall out of my in-laws new house with a mallet &amp; chisel. The worst hangover cure I've tried yet. 
0,1677653339,Sat May 02 03:15:03 PDT 2009,NO_QUERY,candice__,Go to work 
0,1677653451,Sat May 02 03:15:05 PDT 2009,NO_QUERY,Korkana,hating my life missing dustin   
0,1677653584,Sat May 02 03:15:07 PDT 2009,NO_QUERY,ohrielley,will hafta cut down on the clubbing once summer-job-employed  how heartbreaking
0,1677653630,Sat May 02 03:15:08 PDT 2009,NO_QUERY,DAMNED_,Sht sht sht. Kinakabahan ako. 
0,1677653841,Sat May 02 03:15:12 PDT 2009,NO_QUERY,mena152,working a lot 
0,1677653874,Sat May 02 03:15:13 PDT 2009,NO_QUERY,MissSolis,Fuck DUIs. DHA&gt; drivin half asleep is not worth damages! 
0,1677654038,Sat May 02 03:15:16 PDT 2009,NO_QUERY,sayakaa,my throat hurts. and i have headache. hope its not the swine flu... 
0,1677654365,Sat May 02 03:15:22 PDT 2009,NO_QUERY,kimberber08,My leg is itchy.  help me. lmao.
0,1677654539,Sat May 02 03:15:26 PDT 2009,NO_QUERY,MattthewHoare,Such a nice day today... go and work 
0,1677654816,Sat May 02 03:15:32 PDT 2009,NO_QUERY,its_me_Miss_B,ok done with the first room. off to the second... no computer in that room 
0,1677655409,Sat May 02 03:15:43 PDT 2009,NO_QUERY,Sweet_Candii,"i was cooking in Docs Kitchen, trying to make bread, but i burnt it "
0,1677656240,Sat May 02 03:16:00 PDT 2009,NO_QUERY,Pharmacygirl80,A looooooooooooot of things to do! Can't figure out where to start 
0,1677656343,Sat May 02 03:16:02 PDT 2009,NO_QUERY,executiverocker,"@PaulCULLIFORD I check the MLB website for the results, but cannae afford it "
0,1677656580,Sat May 02 03:16:06 PDT 2009,NO_QUERY,besz,@Sn0wrose OMG how did I miss those? *jumps and starts licking* omg!! you didn't wash hands after polishing shoes?  *still licks*
0,1677656733,Sat May 02 03:16:09 PDT 2009,NO_QUERY,x_shef_x,@laalanthika lmao wat dya mean word count? Nd hahaha aw my essays r gttin better! :p bt err doubt it.. House arrest remember!!  wbu? ..S.x
0,1677657217,Sat May 02 03:16:18 PDT 2009,NO_QUERY,kmyesq,getting ready to coach practice/scrimmage for 3rd/4th Grade Girls Softball again in few hours.  Becca stuck home &amp; sad.  
